goodreads_book_id,authors,original_publication_year,original_title,average_rating,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,description,check_alphabet,check_alternate
2429135,"Stieg Larsson, Reg Keeland",2005.0,Män som hatar kvinnor,4.11,54835,86051,285413,667485,836050,"['An', 'international', 'publishing', 'sensation', 'Stieg', 'Larsson', '’', 'The', 'Girl', 'Dragon', 'Tattoo', 'combines', 'murder', 'mystery', 'family', 'saga', 'love', 'story', 'financial', 'intrigue', 'one', 'satisfyingly', 'complex', 'entertainingly', 'atmospheric', 'novel']",True,False
5,"J.K. Rowling, Mary GrandPré, Rufus Beck",1999.0,Harry Potter and the Prisoner of Azkaban,4.53,6716,20413,166129,509447,1266670,"['Harry', 'Potters', 'third', 'year', 'Hogwarts', 'full', 'new', 'dangers', 'A', 'convicted', 'murderer', 'Sirius', 'Black', 'broken', 'Azkaban', 'prison', 'seems', 'hes', 'Harry', 'Now', 'Hogwarts', 'patrolled', 'dementors', 'Azkaban', 'guards', 'hunting', 'Sirius', 'But', 'Harry', 'cant', 'imagine', 'Sirius', 'matter', 'evil', 'Lord', 'Voldemort', 'could', 'frightening', 'dementors', 'terrible', 'power', 'fill', 'anyone', 'come', 'across', 'aching', 'loneliness', 'despair', 'Meanwhile', 'life', 'continues', 'usual', 'Hogwarts', 'A', 'topoftheline', 'broom', 'takes', 'Harrys', 'success', 'Quidditch', 'sport', 'Wizarding', 'world', 'new', 'heights', 'A', 'cute', 'fourthyear', 'student', 'catches', 'eye', 'And', 'becomes', 'close', 'new', 'Defense', 'Dark', 'Arts', 'teacher', 'childhood', 'friend', 'father', 'Yet', 'despite', 'relative', 'safety', 'life', 'Hogwarts', 'best', 'efforts', 'dementors', 'threat', 'Sirius', 'Black', 'grows', 'ever', 'closer', 'But', 'Harry', 'learned', 'anything', 'education', 'wizardry', 'things', 'often', 'seem', 'Tragic', 'revelations', 'heartwarming', 'surprises', 'highstakes', 'magical', 'adventures', 'await', 'boy', 'wizard', 'funny', 'poignant', 'third', 'installment', 'beloved', 'seriesscholasticcom']",True,False
2,"J.K. Rowling, Mary GrandPré",2003.0,Harry Potter and the Order of the Phoenix,4.46,9528,31577,180210,494427,1124806,"['Harry', 'lot', 'mind', 'fifth', 'year', 'Hogwarts', 'Defense', 'Against', 'Dark', 'Arts', 'teacher', 'personality', 'like', 'poisoned', 'honey', 'big', 'surprise', 'Gryffindor', 'Quidditch', 'team', 'looming', 'terror', 'Ordinary', 'Wizarding', 'Level', 'exams', 'But', 'things', 'pale', 'next', 'growing', 'threat', 'HeWhoMustNotBeNameda', 'threat', 'neither', 'magical', 'government', 'authorities', 'Hogwarts', 'stop']",True,False
15881,"J.K. Rowling, Mary GrandPré",1998.0,Harry Potter and the Chamber of Secrets,4.37,8253,42251,242345,548266,1065084,"['And', 'strike', 'For', 'Harrys', 'second', 'year', 'Hogwarts', 'fresh', 'torments', 'horrors', 'arise', 'including', 'outrageously', 'stuckup', 'new', 'professor', 'Gilderoy', 'Lockhart', 'spirit', 'named', 'Moaning', 'Myrtle', 'haunts', 'girls', 'bathroom', 'unwanted', 'attentions', 'Ron', 'Weasleys', 'younger', 'sister', 'Ginny']",True,False
6,"J.K. Rowling, Mary GrandPré",2000.0,Harry Potter and the Goblet of Fire,4.53,6676,20210,151785,494926,1195045,"['Harry', 'Potter', 'midway', 'training', 'wizard', 'coming', 'age', 'Harry', 'wants', 'get', 'away', 'pernicious', 'Dursleys', 'go', 'International', 'Quidditch', 'Cup', 'He', 'wants', 'find', 'mysterious', 'event', 'thats', 'supposed', 'take', 'place', 'Hogwarts', 'year', 'event', 'involving', 'two', 'rival', 'schools', 'magic', 'competition', 'hasnt', 'happened', 'hundred', 'years', 'He', 'wants', 'normal', 'fourteenyearold', 'wizard', 'But', 'unfortunately', 'Harry', 'Potter', 'hes', 'normal', 'even', 'wizarding', 'standards', 'And', 'case', 'different', 'deadly', 'back', 'cover']",True,False
136251,"J.K. Rowling, Mary GrandPré",2007.0,Harry Potter and the Deathly Hallows,4.61,9363,22245,113646,383914,1318227,"['The', 'protective', 'charm', 'kept', 'safe', 'broken', 'But', 'Dark', 'Lord', 'breathing', 'fear', 'everything', 'loves', 'And', 'knows', '’', 'keep', 'hiding']",True,False
1,"J.K. Rowling, Mary GrandPré",2005.0,Harry Potter and the Half-Blood Prince,4.54,7308,21516,136333,459028,1161491,"['Harry', 'Ron', 'Hermione', 'passed', 'OWL', 'level', 'exams', 'start', 'specialist', 'NEWT', 'courses', 'Sixthyear', 'students', 'learn', 'Apparate', 'losing', 'eyebrows', 'process', 'Teenagers', 'flirt', 'fight', 'fall', 'love', 'Harry', 'becomes', 'captain', 'Gryffindor', 'Quidditch', 'team', 'Draco', 'Malfoy', 'pursues', 'dark', 'ends', 'And', 'classes', 'fascinating', 'confounding', 'ever', 'Harry', 'receives', 'extraordinary', 'help', 'Potions', 'mysterious', 'HalfBlood', 'Prince']",True,False
7624,William Golding,1954.0,Lord of the Flies ,3.64,92779,160295,425648,564916,427846,"['At', 'dawn', 'next', 'world', 'war', 'plane', 'crashes', 'uncharted', 'island', 'stranding', 'group', 'schoolboys', 'At', 'first', 'adult', 'supervision', 'freedom', 'something', 'celebrate', 'far', 'civilization', 'boys', 'anything', 'want', 'Anything', 'They', 'attempt', 'forge', 'society', 'failing', 'however', 'face', 'terror', 'sin', 'evil', 'And', 'order', 'collapses', 'strange', 'howls', 'echo', 'night', 'terror', 'begins', 'reign', 'hope', 'adventure', 'seems', 'far', 'reality', 'hope', 'rescued', 'Labeled', 'parable', 'allegory', 'myth', 'morality', 'tale', 'parody', 'political', 'treatise', 'even', 'vision', 'apocalypse', 'Lord', 'Flies', 'perhaps', 'memorable', 'novel', '“', 'end', 'innocence', 'darkness', 'man', '’', 'heart', '”']",True,False
18135,"William Shakespeare, Robert           Jackson",1595.0,An Excellent conceited Tragedie of Romeo and Juliet,3.73,57980,153179,452673,519822,489235,"['In', 'deathfilled', 'setting', 'movement', 'love', 'first', 'sight', 'lovers', '’', 'final', 'union', 'death', 'seems', 'almost', 'inevitable', 'And', 'yet', 'play', 'set', 'extraordinary', 'world', 'become', 'quintessential', 'story', 'young', 'love', 'In', 'part', 'exquisite', 'language', 'easy', 'respond', 'young', 'lovers']",True,False
8442457,Gillian Flynn,2012.0,Gone Girl,4.03,38874,80807,280331,616031,610476,"['One', 'critically', 'acclaimed', 'suspense', 'writers', 'time', 'New', 'York', 'Times', 'bestseller', 'Gillian', 'Flynn', 'takes', 'statement', 'darkest', 'place', 'unputdownable', 'masterpiece', 'marriage', 'gone', 'terribly', 'terribly', 'wrong', 'The', 'Chicago', 'Tribune', 'proclaimed', 'work', '“', 'draws', 'keeps', 'reading', 'force', 'pure', 'nasty', 'addiction', '”', 'Gone', 'Girl', '’', 'toxic', 'mix', 'sharpedged', 'wit', 'deliciously', 'chilling', 'prose', 'creates', 'nervefraying', 'thriller', 'confounds', 'every', 'turn']",True,False
4667024,Kathryn Stockett,2009.0,The Help,4.45,10235,25117,134887,490754,942552,"['Twentytwoyearold', 'Skeeter', 'returned', 'home', 'graduating', 'Ole', 'Miss', 'She', 'may', 'degree', '1962', 'Mississippi', 'mother', 'happy', 'till', 'Skeeter', 'ring', 'finger', 'Skeeter', 'would', 'normally', 'find', 'solace', 'beloved', 'maid', 'Constantine', 'woman', 'raised', 'Constantine', 'disappeared', 'one', 'tell', 'Skeeter', 'gone']",True,False
890,John Steinbeck,1937.0,Of Mice and Men ,3.84,46630,110856,355169,532291,473795,"['The', 'compelling', 'story', 'two', 'outsiders', 'striving', 'find', 'place', 'unforgiving', 'world', 'Drifters', 'search', 'work', 'George', 'simpleminded', 'friend', 'Lennie', 'nothing', 'world', 'except', 'dreama', 'dream', 'one', 'day', 'land', 'Eventually', 'find', 'work', 'ranch', 'California', '’', 'Salinas', 'Valley', 'hopes', 'doomed', 'Lennie', 'struggling', 'extreme', 'cruelty', 'misunderstanding', 'feelings', 'jealousy', 'becomes', 'victim', 'strength', 'Tackling', 'universal', 'themes', 'friendship', 'shared', 'vision', 'giving', 'voice', 'America', '’', 'lonely', 'dispossessed', 'Of', 'Mice', 'Men', 'proved', 'one', 'Steinbeck', '’', 'popular', 'works', 'achieving', 'success', 'novel', 'Broadway', 'play', 'three', 'acclaimed', 'films']",True,False
930,Arthur Golden,1997.0,Memoirs of a Geisha,4.08,23500,59033,258700,517157,559782,"['In', 'Memoirs', 'Geisha', 'enter', 'world', 'appearances', 'paramount', 'girls', 'virginity', 'auctioned', 'highest', 'bidder', 'women', 'trained', 'beguile', 'powerful', 'men', 'love', 'scorned', 'illusion', 'It', 'unique', 'triumphant', 'work', 'fiction', 'romantic', 'erotic', 'suspenseful', 'completely', 'unforgettable']",True,False
10818853,E.L. James,2011.0,Fifty Shades of Grey,3.67,165455,152293,252185,294976,571909,"['Shocked', 'yet', 'thrilled', 'Grey', '’', 'singular', 'erotic', 'tastes', 'Ana', 'hesitates', 'For', 'trappings', 'success—his', 'multinational', 'businesses', 'vast', 'wealth', 'loving', 'family—Grey', 'man', 'tormented', 'demons', 'consumed', 'need', 'control', 'When', 'couple', 'embarks', 'daring', 'passionately', 'physical', 'affair', 'Ana', 'discovers', 'Christian', 'Grey', '’', 'secrets', 'explores', 'dark', 'desires']",True,False
865,"Paulo Coelho, Alan R. Clarke",1988.0,O Alquimista,3.82,74846,123614,289143,412180,504212,"['Paulo', 'Coelhos', 'masterpiece', 'tells', 'mystical', 'story', 'Santiago', 'Andalusian', 'shepherd', 'boy', 'yearns', 'travel', 'search', 'worldly', 'treasure', 'His', 'quest', 'lead', 'riches', 'far', 'different—and', 'far', 'satisfying—than', 'ever', 'imagined', 'Santiagos', 'journey', 'teaches', 'us', 'essential', 'wisdom', 'listening', 'hearts', 'recognizing', 'opportunity', 'learning', 'read', 'omens', 'strewn', 'along', 'lifes', 'path', 'importantly', 'follow', 'dreams']",True,False
3636,Lois Lowry,1993.0,The Giver,4.12,26497,59652,225326,448691,585279,"['Twelveyearold', 'Jonas', 'lives', 'seemingly', 'ideal', 'world', 'Not', 'given', 'life', 'assignment', 'Receiver', 'begin', 'understand', 'dark', 'secrets', 'behind', 'fragile', 'community']",True,False
100915,C.S. Lewis,1950.0,"The Lion, the Witch and the Wardrobe",4.19,19309,55542,262038,513366,734629,"['In', 'neverending', 'war', 'good', 'evil', 'The', 'Chronicles', 'Narnia', 'set', 'stage', 'battles', 'epic', 'proportions', 'Some', 'take', 'place', 'vast', 'fields', 'forces', 'light', 'darkness', 'clash', 'But', 'battles', 'occur', 'within', 'small', 'chambers', 'heart', 'equally', 'decisive']",True,False
14050,Audrey Niffenegger,2003.0,The Time Traveler's Wife,3.95,44339,85429,257805,427210,493884,"['Audrey', 'Niffenegger', '’', 'innovative', 'debut', 'The', 'Time', 'Traveler', '’', 'Wife', 'story', 'Clare', 'beautiful', 'art', 'student', 'Henry', 'adventuresome', 'librarian', 'known', 'since', 'Clare', 'six', 'Henry', 'thirtysix', 'married', 'Clare', 'twentythree', 'Henry', 'thirtyone', 'Impossible', 'true', 'Henry', 'one', 'first', 'people', 'diagnosed', 'ChronoDisplacement', 'Disorder', 'periodically', 'genetic', 'clock', 'resets', 'finds', 'misplaced', 'time', 'pulled', 'moments', 'emotional', 'gravity', 'life', 'past', 'future', 'His', 'disappearances', 'spontaneous', 'experiences', 'unpredictable', 'alternately', 'harrowing', 'amusing']",True,False
13496,George R.R. Martin,1996.0,A Game of Thrones,4.45,19988,28983,114092,404583,874574,"['A', 'GAME', 'OF', 'THRONES']",True,False
19501,Elizabeth Gilbert,2006.0,"Eat, pray, love: one woman's search for everything across Italy, India and Indonesia",3.51,100373,149549,310212,332191,314272,"['Around', 'time', 'Elizabeth', 'Gilbert', 'turned', 'thirty', 'went', 'earlyonslaught', 'midlife', 'crisis', 'She', 'everything', 'educated', 'ambitious', 'American', 'woman', 'supposed', 'want—a', 'husband', 'house', 'successful', 'career', 'But', 'instead', 'feeling', 'happy', 'fulfilled', 'consumed', 'panic', 'grief', 'confusion', 'She', 'went', 'divorce', 'crushing', 'depression', 'another', 'failed', 'love', 'eradication', 'everything', 'ever', 'thought', 'supposed']",True,False
1934,Louisa May Alcott,1868.0,Little Women,4.04,31645,70011,250794,426280,535563,"['Generations', 'readers', 'young', 'old', 'male', 'female', 'fallen', 'love', 'March', 'sisters', 'Louisa', 'May', 'Alcott', '’', 'popular', 'enduring', 'novel', 'Little', 'Women', 'Here', 'talented', 'tomboy', 'authortobe', 'Jo', 'tragically', 'frail', 'Beth', 'beautiful', 'Meg', 'romantic', 'spoiled', 'Amy', 'united', 'devotion', 'struggles', 'survive', 'New', 'England', 'Civil', 'WarIt', 'secret', 'Alcott', 'based', 'Little', 'Women', 'early', 'life', 'While', 'father', 'freethinking', 'reformer', 'abolitionist', 'Bronson', 'Alcott', 'hobnobbed', 'eminent', 'male', 'authors', 'Emerson', 'Thoreau', 'Hawthorne', 'Louisa', 'supported', 'sisters', 'woman', '’', 'work', '”', 'including', 'sewing', 'laundry', 'acting', 'domestic', 'servant', 'But', 'soon', 'discovered', 'could', 'make', 'money', 'writing', 'Little', 'Women', 'brought', 'lasting', 'fame', 'fortune', 'far', 'girl', '’', 'book', '”', 'publisher', 'requested', 'explores', 'timeless', 'themes', 'love', 'death', 'war', 'peace', 'conflict', 'personal', 'ambition', 'family', 'responsibilities', 'clash', 'cultures', 'Europe', 'America']",True,False
15931,Nicholas Sparks,1996.0,The Notebook,4.06,41395,63432,176469,298259,497194,"['A', 'man', 'faded', 'wellworn', 'notebook', 'open', 'lap', 'A', 'woman', 'experiencing', 'morning', 'ritual', 'doesnt', 'understand', 'Until', 'begins', 'read', 'The', 'Notebook', 'achingly', 'tender', 'story', 'enduring', 'power', 'love', 'story', 'miracles', 'stay', 'forever']",True,False
4214,Yann Martel,2001.0,Life of Pi,3.88,39768,74331,218702,384164,360466,"['Life', 'Pi', 'fantasy', 'adventure', 'novel', 'Yann', 'Martel', 'published', '2001', 'The', 'protagonist', 'Piscine', 'Molitor', 'Pi', 'Patel', 'Tamil', 'boy', 'Pondicherry', 'explores', 'issues', 'spirituality', 'practicality', 'early', 'age', 'He', 'survives', '227', 'days', 'shipwreck', 'stranded', 'boat', 'Pacific', 'Ocean', 'Bengal', 'tiger', 'named', 'Richard', 'Parker']",True,False
43641,Sara Gruen,2006.0,Water for Elephants,4.07,16705,49832,200154,417328,424820,"['An', 'atmospheric', 'gritty', 'compelling', 'novel', 'starcrossed', 'lovers', 'set', 'circus', 'world', 'circa', '1932', 'bestselling', 'author', 'Riding', 'Lessons']",True,False
19063,Markus Zusak,2005.0,The Book Thief,4.36,17892,35360,135272,377218,722056,"['By', 'brothers', 'graveside', 'Liesels', 'life', 'changed', 'picks', 'single', 'object', 'partially', 'hidden', 'snow', 'It', 'The', 'Gravediggers', 'Handbook', 'left', 'behind', 'accident', 'first', 'act', 'book', 'thievery', 'So', 'begins', 'love', 'affair', 'books', 'words', 'Liesel', 'help', 'accordianplaying', 'foster', 'father', 'learns', 'read', 'Soon', 'stealing', 'books', 'Nazi', 'bookburnings', 'mayors', 'wifes', 'library', 'wherever', 'books', 'found']",True,False
4381,Ray Bradbury,1953.0,Fahrenheit 451,3.97,28366,64289,238242,426292,419051,"['Fahrenheit', '451', 'ofrece', 'la', 'historia', 'de', 'un', 'sombrío', 'horroroso', 'futuro', 'Montag', 'el', 'protagonista', 'pertenece', 'una', 'extraña', 'brigada', 'de', 'bomberos', 'cuya', 'misión', 'paradójicamente', 'es', 'la', 'de', 'sofocar', 'incendios', 'sino', 'la', 'de', 'provocarlos', 'para', 'quemar', 'libros', 'Porque', 'en', 'el', 'país', 'de', 'Montag', 'está', 'terminantemente', 'prohibido', 'leer', 'Porque', 'leer', 'obliga', 'pensar', 'en', 'el', 'país', 'de', 'Montag', 'esta', 'prohibido', 'pensar', 'Porque', 'leer', 'impide', 'ser', 'ingenuamente', 'feliz', 'en', 'el', 'país', 'de', 'Montag', 'hay', 'que', 'ser', 'feliz', 'la', 'fuerza']",True,False
30119,Shel Silverstein,1974.0,Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein,4.29,16590,30792,139024,293222,544153,"['Where', 'sidewalk', 'ends', 'Shel', 'Silversteins', 'world', 'begins', 'There', 'youll', 'meet', 'boy', 'turns', 'TV', 'set', 'girl', 'eats', 'whale', 'The', 'Unicorn', 'Bloath', 'live', 'Sarah', 'Cynthia', 'Sylvia', 'Stout', 'take', 'garbage', 'It', 'place', 'wash', 'shadow', 'plant', 'diamond', 'gardens', 'place', 'shoes', 'fly', 'sisters', 'auctioned', 'crocodiles', 'go', 'dentist']",True,False
256683,Cassandra Clare,2007.0,City of Bones,4.12,34122,65349,203466,356048,582814,"['This', 'Clarys', 'first', 'meeting', 'Shadowhunters', 'warriors', 'dedicated', 'ridding', 'earth', 'demons', 'Its', 'also', 'first', 'encounter', 'Jace', 'Shadowhunter', 'looks', 'little', 'like', 'angel', 'acts', 'lot', 'like', 'jerk', 'Within', 'twentyfour', 'hours', 'Clary', 'pulled', 'Jaces', 'world', 'vengeance', 'mother', 'disappears', 'Clary', 'attacked', 'demon', 'But', 'would', 'demons', 'interested', 'ordinary', 'mundanes', 'like', 'Clary', 'mother', 'And', 'Clary', 'suddenly', 'get', 'Sight', 'The', 'Shadowhunters', 'would', 'like', 'know']",True,False
428263,Stephenie Meyer,2007.0,Eclipse,3.69,83094,124293,260763,309358,399134,"['As', 'Seattle', 'ravaged', 'string', 'mysterious', 'killings', 'malicious', 'vampire', 'continues', 'quest', 'revenge', 'Bella', 'finds', 'surrounded', 'danger', 'In', 'midst', 'forced', 'choose', 'love', 'Edward', 'friendship', 'Jacob', 'knowing', 'decision', 'potential', 'ignite', 'ageless', 'struggle', 'vampire', 'werewolf', 'With', 'graduation', 'quickly', 'approaching', 'Bella', 'one', 'decision', 'make', 'life', 'death', 'But']",True,False
113436,Christopher Paolini,2002.0,Eragon,3.86,50563,88536,240157,337943,408032,"['A', 'world', 'adventure']",True,False
11,Douglas Adams,1979.0,The Hitchhiker's Guide to the Galaxy,4.2,21764,41962,145173,299579,498001,"['Together', 'dynamic', 'pair', 'begin', 'journey', 'space', 'aided', 'quotes', 'The', 'Hitchhikers', 'Guide', 'A', 'towel', 'massively', 'useful', 'thing', 'interstellar', 'hitchhiker', 'galaxyfull', 'fellow', 'travelers', 'Zaphod', 'Beeblebrox—the', 'twoheaded', 'threearmed', 'exhippie', 'totally', 'outtolunch', 'president', 'galaxy', 'Trillian', 'Zaphods', 'girlfriend', 'formally', 'Tricia', 'McMillan', 'Arthur', 'tried', 'pick', 'cocktail', 'party', 'upon', 'time', 'zone', 'Marvin', 'paranoid', 'brilliant', 'chronically', 'depressed', 'robot', 'Veet', 'Voojagig', 'former', 'graduate', 'student', 'obsessed', 'disappearance', 'ballpoint', 'pens', 'bought', 'years']",True,False
5129,Aldous Huxley,1932.0,Brave New World,3.97,26367,60328,219895,389379,383166,"['Brave', 'New', 'World', 'dystopian', 'novel', 'written', '1931', 'English', 'author', 'Aldous', 'Huxley', 'published', '1932', 'Largely', 'set', 'futuristic', 'World', 'State', 'genetically', 'modified', 'citizens', 'intelligencebased', 'social', 'hierarchy', 'novel', 'anticipates', 'huge', 'scientific', 'developments', 'reproductive', 'technology', 'sleeplearning', 'psychological', 'manipulation', 'classical', 'conditioning', 'combined', 'make', 'utopian', 'society', 'goes', 'challenged', 'single', 'outsider']",True,False
1162543,Stephenie Meyer,2008.0,Breaking Dawn,3.7,100994,114893,213402,267706,410714,"['Now', 'Bella', 'made', 'decision', 'startling', 'chain', 'unprecedented', 'events', 'unfold', 'potentially', 'devastating', 'unfathomable', 'consequences', 'Just', 'frayed', 'strands', 'Bellas', 'life', 'first', 'discovered', 'Twilight', 'scattered', 'torn', 'New', 'Moon', 'Eclipse', 'seem', 'ready', 'heal', 'knit', 'together', 'could', 'destroyed', 'forever']",True,False
37435,Sue Monk Kidd,2001.0,The Secret Life of Bees,4.01,17500,45455,185631,347540,341267,"['Set', 'South', 'Carolina', '1964', 'The', 'Secret', 'Life', 'Bees', 'tells', 'story', 'Lily', 'Owens', 'whose', 'life', 'shaped', 'around', 'blurred', 'memory', 'afternoon', 'mother', 'killed', 'When', 'Lilys', 'fiercehearted', 'black', 'standin', 'mother', 'Rosaleen', 'insults', 'three', 'deepest', 'racists', 'town', 'Lily', 'decides', 'spring', 'free', 'They', 'escape', 'Tiburon', 'South', 'Carolinaa', 'town', 'holds', 'secret', 'mothers', 'past', 'Taken', 'eccentric', 'trio', 'black', 'beekeeping', 'sisters', 'Lily', 'introduced', 'mesmerizing', 'world', 'bees', 'honey', 'Black', 'Madonna', 'This', 'remarkable', 'novel', 'divine', 'female', 'power', 'story', 'women', 'share', 'pass', 'daughters', 'years', 'come']",True,False
